Customer,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Ticket Single or Return,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Air Carrier
Met Office,194.48,1,194.48,Ticket,Single,ECONOMY,02-02-2011,440,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,-93.99,-1,-93.99,Ticket,Single,ECONOMY,02-02-2011,-440,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,2,1,2,Ticket,Single,ECONOMY,07-02-2011,0,EXETER,JERSEY,AIR ASIA
Met Office,93.03,1,93.03,Ticket,Return,ECONOMY,21-02-2011,219,GLASGOW,BELFAST INTL,EASYJET
Met Office,55.51,1,55.51,Ticket,Single,ECONOMY,05-03-2011,256,NEWCASTLE,BRISTOL,EASYJET
Met Office,94.03,1,94.03,Ticket,Return,ECONOMY,20-03-2011,858,INVERNESS,BRISTOL,EASYJET
Met Office,344.38,1,344.38,Ticket,Return,ECONOMY,07-04-2011,4311,MANCHESTER,LARNACA,AIR INDIA
Met Office,318.03,1,318.03,Ticket,Return,ECONOMY,10-04-2011,470,BENBECULA,CARDIFF,AIR ASIA
Met Office,103.92,1,103.92,Ticket,Return,ECONOMY,10-04-2011,0,EXETER,JERSEY,AIR ASIA
Met Office,0,-1,0,Ticket,Return,ECONOMY,10-04-2011,0,EXETER,JERSEY,AIR ASIA
Met Office,106.2,1,106.2,Ticket,Return,ECONOMY,11-04-2011,0,OUARZAZATE,OUARZAZATE,ROYAL AIR MAROC
Met Office,331.1,1,331.1,Ticket,Return,ECONOMY,12-04-2011,1585,LONDON - LHR,VIENNA,INDIGO
Met Office,331.1,1,331.1,Ticket,Return,ECONOMY,12-04-2011,1585,LONDON - LHR,VIENNA,INDIGO
Met Office,2900.96,1,2900.96,Ticket,Return,BUSINESS,13-04-2011,7142,ABERDEEN,ACCRA,BRITISH AIRWAYS
Met Office,2900.72,1,2900.72,Ticket,Return,ECONOMY,13-04-2011,6640,MANCHESTER,ACCRA,BRITISH AIRWAYS
Met Office,359.9,1,359.9,Ticket,Return,ECONOMY,13-04-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,297.7,1,297.7,Ticket,Return,ECONOMY,13-04-2011,1170,LONDON - LHR,MUNICH,BRITISH AIRWAYS
Met Office,266.01,1,266.01,Ticket,Single,ECONOMY,13-04-2011,412,BIRMINGHAM,BENBECULA,AIR ASIA
Met Office,231.69,1,231.69,Ticket,Return,ECONOMY,13-04-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,222.19,1,222.19,Ticket,Return,ECONOMY,13-04-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,92.72,1,92.72,Ticket,Single,ECONOMY,13-04-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,50,1,50,Ticket,Return,ECONOMY,13-04-2011,0,DAMMAM,DAMMAM,INDIGO
Met Office,928.23,1,928.23,Ticket,Return,ECONOMY,14-04-2011,10132,LONDON - LHR,BEIJING,BRITISH AIRWAYS
Met Office,234.47,1,234.47,Ticket,Return,ECONOMY,14-04-2011,237,EXETER,JERSEY,AIR ASIA
Met Office,198.4,1,198.4,Ticket,Single,ECONOMY,14-04-2011,403,BRISTOL,ABERDEEN,EASTERN AIRWAYS
Met Office,180.21,1,180.21,Ticket,Return,ECONOMY,14-04-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,155.43,1,155.43,Ticket,Return,ECONOMY,14-04-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,222.19,1,222.19,Ticket,Return,ECONOMY,15-04-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,125.48,1,125.48,Ticket,Single,ECONOMY,15-04-2011,291,EXETER,PARIS,AIR ASIA
Met Office,10.99,1,10.99,Ticket,Return,ECONOMY,15-04-2011,0,EXETER,AMSTERDAM,AIR ASIA
Met Office,10.99,1,10.99,Ticket,Return,ECONOMY,15-04-2011,0,EXETER,AMSTERDAM,AIR ASIA
Met Office,-10.99,-1,-10.99,Ticket,Return,ECONOMY,15-04-2011,0,EXETER,AMSTERDAM,AIR ASIA
Met Office,394.9,1,394.9,Ticket,Return,ECONOMY,16-04-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,205.98,1,205.98,Ticket,Return,ECONOMY,16-04-2011,718,PADERBORN,STANSTED,AIR BERLIN
Met Office,176.05,1,176.05,Ticket,Return,ECONOMY,16-04-2011,1844,STANSTED,PESCARA,RYANAIR
Met Office,503.51,1,503.51,Ticket,Return,ECONOMY,17-04-2011,570,BRISTOL,PARIS,AIR FRANCE
Met Office,503.51,1,503.51,Ticket,Return,ECONOMY,17-04-2011,570,BRISTOL,PARIS,AIR FRANCE
Met Office,203.25,1,203.25,Ticket,Return,ECONOMY,18-04-2011,715,EXETER,GLASGOW,AIR ASIA
Met Office,318.57,1,318.57,Ticket,Return,ECONOMY,19-04-2011,962,HANOVER,BIRMINGHAM,AIR ASIA
Met Office,73.74,1,73.74,Ticket,Single,ECONOMY,19-04-2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,225.64,1,225.64,Ticket,Return,ECONOMY,20-04-2011,520,GLASGOW,BIRMINGHAM,AIR ASIA
Met Office,81.49,1,81.49,Ticket,Single,ECONOMY,20-04-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,200.9,1,200.9,Ticket,Single,ECONOMY,21-04-2011,403,BRISTOL,ABERDEEN,EASTERN AIRWAYS
Met Office,149.63,1,149.63,Ticket,Single,ECONOMY,22-04-2011,157,BENBECULA,GLASGOW,AIR ASIA
Met Office,129.94,1,129.94,Ticket,Single,ECONOMY,22-04-2011,2087,BRISTOL,PAPHOS,EASYJET
Met Office,386.84,1,386.84,Ticket,Return,ECONOMY,23-04-2011,2207,LUTON,GIBRALTAR,AIR INDIA
Met Office,149.52,1,149.52,Ticket,Single,ECONOMY,23-04-2011,363,BIRMINGHAM,INVERNESS,AIR ASIA
Met Office,99,1,99,Ticket,Return,ECONOMY,23-04-2011,107,PENZANCE,ISLES OF SCILLY,Scilly Helicopters
Met Office,50.48,1,50.48,Ticket,Single,ECONOMY,23-04-2011,312,GLASGOW,CARDIFF,AIR ASIA
Met Office,635.62,1,635.62,Ticket,Single,ECONOMY,26-04-2011,3667,LONDON - LHR,WASHINGTON,INDIGO
Met Office,1173.72,1,1173.72,Ticket,Return,ECONOMY,27-04-2011,7334,LONDON - LHR,WASHINGTON,INDIGO
Met Office,905.03,1,905.03,Ticket,Return,ECONOMY,27-04-2011,6770,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Met Office,635.62,1,635.62,Ticket,Single,ECONOMY,27-04-2011,3667,LONDON - LHR,WASHINGTON,INDIGO
Met Office,199.8,1,199.8,Ticket,Return,ECONOMY,28-04-2011,1960,BRISTOL,ROME - CIAMPINO,EASYJET
Met Office,19,1,19,Ticket,Return,ECONOMY,28-04-2011,0,BRISTOL,ROME - CIAMPINO,EASYJET
Met Office,19,1,19,Ticket,Return,ECONOMY,28-04-2011,0,BRISTOL,ROME - CIAMPINO,EASYJET
Met Office,991.53,1,991.53,Ticket,Return,ECONOMY,01-05-2011,9593,LONDON - LHR,GRAND CAYMEN,BRITISH AIRWAYS
Met Office,661.1,1,661.1,Ticket,Single,ECONOMY,01-05-2011,3442,NEW YORK - JFK,LONDON - LHR,VIRGIN ATLANTIC
Met Office,569.6,1,569.6,Ticket,Single,ECONOMY,02-05-2011,3442,NEW YORK - JFK,LONDON - LHR,KLM
Met Office,138.93,1,138.93,Ticket,Return,ECONOMY,02-05-2011,858,INVERNESS,BRISTOL,EASYJET
Met Office,135.8,1,135.8,Ticket,Return,ECONOMY,03-05-2011,1960,BRISTOL,ROME - CIAMPINO,EASYJET
Met Office,102.76,1,102.76,Ticket,Single,ECONOMY,03-05-2011,357,GLASGOW,EXETER,AIR ASIA
Met Office,-79.09,-1,-79.09,Ticket,Return,ECONOMY,03-05-2011,-3306,LONDON - LHR,CRETE,INDIGO
Met Office,2369.49,1,2369.49,Ticket,Return,BUSINESS,04-05-2011,10170,ABERDEEN,KINGSTON,BRITISH AIRWAYS
Met Office,369.2,1,369.2,Ticket,Single,ECONOMY,04-05-2011,2037,LARNACA,LONDON - LHR,AEGEAN AVIATION S.A
Met Office,182.71,1,182.71,Ticket,Return,ECONOMY,04-05-2011,685,DORTMUND,LUTON,EASYJET
Met Office,181.43,1,181.43,Ticket,Return,ECONOMY,04-05-2011,858,INVERNESS,BRISTOL,EASYJET
Met Office,573.63,1,573.63,Ticket,Return,ECONOMY,05-05-2011,13525,LONDON - LHR,SINGAPORE,SINGAPORE AIRLINES
Met Office,461.63,1,461.63,Ticket,Return,ECONOMY,05-05-2011,7125,LONDON - LHR,SINGAPORE,AIR LANKA
Met Office,372.49,1,372.49,Ticket,Return,ECONOMY,05-05-2011,3306,LONDON - LHR,CRETE,INDIGO
Met Office,289.2,1,289.2,Ticket,Return,ECONOMY,05-05-2011,1033,MANCHESTER,FRANKFURT,BRITISH AIRWAYS
Met Office,168.97,1,168.97,Ticket,Return,ECONOMY,05-05-2011,237,EXETER,JERSEY,AIR ASIA
Met Office,152.7,1,152.7,Ticket,Return,ECONOMY,05-05-2011,1170,LONDON - LHR,MUNICH,BRITISH AIRWAYS
Met Office,133.2,1,133.2,Ticket,Single,ECONOMY,05-05-2011,2037,LONDON - LHR,LARNACA,CYPRUS AIRWAYS
Met Office,109.4,1,109.4,Ticket,Single,ECONOMY,05-05-2011,266,MANCHESTER,ABERDEEN,INDIGO
Met Office,377.5,1,377.5,Ticket,Return,ECONOMY,06-05-2011,2296,LONDON - LHR,HELSINKI,BRITISH AIRWAYS
Met Office,189.19,1,189.19,Ticket,Return,ECONOMY,06-05-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,164.08,1,164.08,Ticket,Return,ECONOMY,06-05-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,136.21,1,136.21,Ticket,Return,ECONOMY,06-05-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,136.21,1,136.21,Ticket,Return,ECONOMY,06-05-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,118.03,1,118.03,Ticket,Return,ECONOMY,06-05-2011,633,BRISTOL,EDINBURGH,EASYJET
Met Office,111.97,1,111.97,Ticket,Return,ECONOMY,06-05-2011,338,NEWCASTLE,BELFAST CITY,AIR ASIA
Met Office,185.73,1,185.73,Ticket,Single,ECONOMY,07-05-2011,266,ABERDEEN,MANCHESTER,AIR ASIA
Met Office,866.83,1,866.83,Ticket,Return,ECONOMY,08-05-2011,9356,LONDON - LHR,NAIROBI,KENYA AIRWAYS
Met Office,106.94,1,106.94,Ticket,Single,ECONOMY,08-05-2011,0,NULL,NULL,EASYJET
Met Office,105.99,1,105.99,Ticket,Single,ECONOMY,08-05-2011,2112,BIRMINGHAM,LARNACA,THOMAS COOK AIRLINES
Met Office,751.63,1,751.63,Ticket,Return,ECONOMY,09-05-2011,13525,LONDON - LHR,SINGAPORE,SINGAPORE AIRLINES
Met Office,673.73,1,673.73,Ticket,Return,ECONOMY,09-05-2011,13525,LONDON - LHR,SINGAPORE,SINGAPORE AIRLINES
Met Office,354.5,1,354.5,Ticket,Return,ECONOMY,09-05-2011,938,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,354.5,1,354.5,Ticket,Return,ECONOMY,09-05-2011,938,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,354.5,1,354.5,Ticket,Return,ECONOMY,09-05-2011,938,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,150.76,1,150.76,Ticket,Single,ECONOMY,09-05-2011,260,GLASGOW,BIRMINGHAM,AIR ASIA
Met Office,88.99,1,88.99,Ticket,Single,ECONOMY,09-05-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,88.99,1,88.99,Ticket,Single,ECONOMY,09-05-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,57.47,1,57.47,Ticket,Single,ECONOMY,09-05-2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,57.47,1,57.47,Ticket,Single,ECONOMY,09-05-2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,32,1,32,Ticket,Single,ECONOMY,09-05-2011,0,GLASGOW,BIRMINGHAM,AIR ASIA
Met Office,3830.23,1,3830.23,Ticket,Return,BUSINESS,10-05-2011,13525,LONDON - LHR,SINGAPORE,BRITISH AIRWAYS
Met Office,1480.48,1,1480.48,Ticket,Return,ECONOMY,10-05-2011,12468,TOKYO - NARITA,TOULOUSE,BRITISH AIRWAYS
Met Office,866.23,1,866.23,Ticket,Return,ECONOMY,10-05-2011,13525,LONDON - LHR,SINGAPORE,BRITISH AIRWAYS
Met Office,669.63,1,669.63,Ticket,Return,ECONOMY,10-05-2011,13525,LONDON - LHR,SINGAPORE,SINGAPORE AIRLINES
Met Office,201.58,1,201.58,Ticket,Return,ECONOMY,10-05-2011,736,EXETER,AMSTERDAM,AIR ASIA
Met Office,189.6,1,189.6,Ticket,Return,ECONOMY,10-05-2011,736,EXETER,AMSTERDAM,AIR ASIA
Met Office,161.55,1,161.55,Ticket,Return,ECONOMY,10-05-2011,314,GLASGOW,BENBECULA,AIR ASIA
Met Office,119.5,1,119.5,Ticket,Single,ECONOMY,10-05-2011,989,NAPLES,LONDON - LGW,BRITISH AIRWAYS
Met Office,59.77,1,59.77,Ticket,Single,ECONOMY,10-05-2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,59.77,1,59.77,Ticket,Single,ECONOMY,10-05-2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,520.04,1,520.04,Ticket,Return,BUSINESS,11-05-2011,803,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Met Office,361.4,1,361.4,Ticket,Return,ECONOMY,11-05-2011,628,BRISTOL,BRUSSELS,SN BRUSSELS AIRLINES
Met Office,361.4,1,361.4,Ticket,Return,ECONOMY,11-05-2011,628,BRISTOL,BRUSSELS,SN BRUSSELS AIRLINES
Met Office,336.68,1,336.68,Ticket,Return,ECONOMY,11-05-2011,576,EDINBURGH,LERWICK,AIR ASIA
Met Office,281.3,1,281.3,Ticket,Single,BUSINESS,11-05-2011,402,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Met Office,268.45,1,268.45,Ticket,Return,ECONOMY,11-05-2011,426,GLASGOW,MANCHESTER,AIR ASIA
Met Office,250.8,1,250.8,Ticket,Return,ECONOMY,11-05-2011,2172,LONDON - LHR,GIBRALTAR,BRITISH AIRWAYS
Met Office,250.8,1,250.8,Ticket,Return,ECONOMY,11-05-2011,2172,LONDON - LHR,GIBRALTAR,BRITISH AIRWAYS
Met Office,210.09,1,210.09,Ticket,Return,ECONOMY,11-05-2011,1217,LONDON - LHR,COPENHAGEN,INDIGO
Met Office,205.76,1,205.76,Ticket,Return,ECONOMY,11-05-2011,125,BELFAST CITY,ISLE OF MAN,MANX
Met Office,182.21,1,182.21,Ticket,Return,ECONOMY,11-05-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,131.53,1,131.53,Ticket,Return,ECONOMY,11-05-2011,858,INVERNESS,BRISTOL,EASYJET
Met Office,116.47,1,116.47,Ticket,Return,ECONOMY,11-05-2011,1137,BRISTOL,TOULOUSE,EASYJET
Met Office,60,1,60,Ticket,Return,ECONOMY,11-05-2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,60,1,60,Ticket,Return,ECONOMY,11-05-2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,60,1,60,Ticket,Return,ECONOMY,11-05-2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,58.94,1,58.94,Ticket,Single,ECONOMY,11-05-2011,429,INVERNESS,BRISTOL,EASYJET
Met Office,40,1,40,Ticket,Single,ECONOMY,11-05-2011,0,GENEVA,LONDON - LHR,BRITISH AIRWAYS
Met Office,40,1,40,Ticket,Single,ECONOMY,11-05-2011,0,GENEVA,LONDON - LHR,BRITISH AIRWAYS
Met Office,40,1,40,Ticket,Single,ECONOMY,11-05-2011,0,GENEVA,LONDON - LHR,BRITISH AIRWAYS
Met Office,419.04,1,419.04,Ticket,Return,BUSINESS,12-05-2011,803,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Met Office,252.9,1,252.9,Ticket,Return,ECONOMY,12-05-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,201.86,1,201.86,Ticket,Return,ECONOMY,12-05-2011,575,BELFAST CITY,EXETER,AIR ASIA
Met Office,129.72,1,129.72,Ticket,Single,ECONOMY,12-05-2011,266,ABERDEEN,MANCHESTER,AIR ASIA
Met Office,113.6,1,113.6,Ticket,Single,ECONOMY,12-05-2011,135,EDINBURGH,BELFAST CITY,AIR ASIA
Met Office,92.93,1,92.93,Ticket,Return,ECONOMY,12-05-2011,633,EDINBURGH,BRISTOL,EASYJET
Met Office,78.98,1,78.98,Ticket,Single,ECONOMY,12-05-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,78.98,1,78.98,Ticket,Single,ECONOMY,12-05-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,495.6,1,495.6,Ticket,Return,ECONOMY,13-05-2011,667,TOULOUSE,TOULOUSE,AIR FRANCE
Met Office,234.27,1,234.27,Ticket,Return,ECONOMY,13-05-2011,967,HANOVER,SOUTHAMPTON,AIR ASIA
Met Office,144.82,1,144.82,Ticket,Single,ECONOMY,13-05-2011,2112,LARNACA,BIRMINGHAM,AIR INDIA
Met Office,91.94,1,91.94,Ticket,Single,ECONOMY,13-05-2011,317,BRISTOL,EDINBURGH,EASYJET
Met Office,87.37,1,87.37,Ticket,Single,ECONOMY,13-05-2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,87.37,1,87.37,Ticket,Single,ECONOMY,13-05-2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,87.37,1,87.37,Ticket,Single,ECONOMY,13-05-2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,87.37,1,87.37,Ticket,Single,ECONOMY,13-05-2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,62.24,1,62.24,Ticket,Single,ECONOMY,13-05-2011,143,BELFAST INTL,EDINBURGH,EASYJET
Met Office,541.93,1,541.93,Ticket,Return,ECONOMY,14-05-2011,10193,LONDON - LHR,HOUSTON,CONTINENTAL AIRLINES
Met Office,359.9,1,359.9,Ticket,Return,ECONOMY,14-05-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,359.9,1,359.9,Ticket,Return,ECONOMY,14-05-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,359.9,1,359.9,Ticket,Return,ECONOMY,14-05-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,184.24,1,184.24,Ticket,Return,ECONOMY,14-05-2011,625,CARDIFF,GLASGOW,AIR ASIA
Met Office,793.93,1,793.93,Ticket,Return,ECONOMY,15-05-2011,10132,LONDON - LHR,BEIJING,BRITISH AIRWAYS
Met Office,468.3,1,468.3,Ticket,Return,ECONOMY,15-05-2011,7115,SINGAPORE,SINGAPORE,QATAR AIRWAYS (W.L.L)
Met Office,292.2,1,292.2,Ticket,Return,ECONOMY,15-05-2011,4074,LONDON - LHR,LARNACA,AEGEAN AVIATION S.A
Met Office,292.2,1,292.2,Ticket,Return,ECONOMY,15-05-2011,4074,LONDON - LHR,LARNACA,AEGEAN AVIATION S.A
Met Office,174.62,1,174.62,Ticket,Return,ECONOMY,15-05-2011,314,GLASGOW,BENBECULA,AIR ASIA
Met Office,73.94,1,73.94,Ticket,Single,ECONOMY,15-05-2011,326,BRISTOL,AMSTERDAM,EASYJET
Met Office,182.21,1,182.21,Ticket,Return,ECONOMY,16-05-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,167.21,1,167.21,Ticket,Return,ECONOMY,16-05-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,131.53,1,131.53,Ticket,Return,ECONOMY,16-05-2011,633,BRISTOL,EDINBURGH,EASYJET
Met Office,124.93,1,124.93,Ticket,Return,ECONOMY,16-05-2011,633,EDINBURGH,BRISTOL,EASYJET
Met Office,78.64,1,78.64,Ticket,Single,ECONOMY,16-05-2011,368,AMSTERDAM,EXETER,AIR ASIA
Met Office,512.61,1,512.61,Ticket,Return,ECONOMY,17-05-2011,1274,EXETER,LERWICK,AIR ASIA
Met Office,273.62,1,273.62,Ticket,Return,ECONOMY,17-05-2011,354,GLASGOW,STORNOWAY,AIR ASIA
Met Office,215.4,1,215.4,Ticket,Return,ECONOMY,17-05-2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,179.19,1,179.19,Ticket,Return,ECONOMY,17-05-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,126.98,1,126.98,Ticket,Return,ECONOMY,17-05-2011,1594,LUTON,GDANSK,WIZZAIR
Met Office,92.48,1,92.48,Ticket,Single,ECONOMY,17-05-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,60,1,60,Ticket,Return,ECONOMY,17-05-2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,415.13,1,415.13,Ticket,Return,ECONOMY,18-05-2011,6911,LONDON - LHR,NEWARK,BRITISH AIRWAYS
Met Office,291.98,1,291.98,Ticket,Return,ECONOMY,18-05-2011,237,EXETER,JERSEY,AIR ASIA
Met Office,291.98,1,291.98,Ticket,Return,ECONOMY,18-05-2011,237,EXETER,JERSEY,AIR ASIA
Met Office,270.6,1,270.6,Ticket,Return,ECONOMY,18-05-2011,2172,GIBRALTAR,LONDON - LHR,BRITISH AIRWAYS
Met Office,245.2,1,245.2,Ticket,Return,ECONOMY,18-05-2011,639,LONDON - LHR,LUXEMBOURG,BRITISH AIRWAYS
Met Office,209.89,1,209.89,Ticket,Return,ECONOMY,18-05-2011,938,LONDON - LHR,GENEVA,INDIGO
Met Office,138.19,1,138.19,Ticket,Single,ECONOMY,18-05-2011,402,LONDON - LHR,ABERDEEN,INDIGO
Met Office,135,1,135,Ticket,Single,ECONOMY,18-05-2011,0,NEW YORK - JFK,LONDON - LHR,VIRGIN ATLANTIC
Met Office,92.72,1,92.72,Ticket,Single,ECONOMY,18-05-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,540.93,1,540.93,Ticket,Return,ECONOMY,19-05-2011,8713,LONDON - LHR,OMAHA,UNITED AIRLINES
Met Office,399.87,1,399.87,Ticket,Return,ECONOMY,19-05-2011,618,ABERDEEN,STAVANGER,SCANDINAVIAN AIRLINES
Met Office,351.14,1,351.14,Ticket,Return,ECONOMY,19-05-2011,903,EXETER,ABERDEEN,AIR ASIA
Met Office,235.1,1,235.1,Ticket,Return,ECONOMY,19-05-2011,1289,BRISTOL,GENEVA,SN BRUSSELS AIRLINES
Met Office,170.1,1,170.1,Ticket,Return,ECONOMY,19-05-2011,938,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,164.5,1,164.5,Ticket,Single,BUSINESS,19-05-2011,0,LONDON - LHR,ABERDEEN,INDIGO
Met Office,160.9,1,160.9,Ticket,Single,ECONOMY,19-05-2011,403,BRISTOL,ABERDEEN,EASTERN AIRWAYS
Met Office,157.21,1,157.21,Ticket,Return,ECONOMY,19-05-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,135.53,1,135.53,Ticket,Return,ECONOMY,19-05-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,111.1,1,111.1,Ticket,Return,ECONOMY,19-05-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,90.1,1,90.1,Ticket,Single,ECONOMY,19-05-2011,0,GENEVA,LONDON - LHR,BRITISH AIRWAYS
Met Office,69.49,1,69.49,Ticket,Single,ECONOMY,19-05-2011,360,EDINBURGH,EXETER,AIR ASIA
Met Office,60,1,60,Ticket,Return,ECONOMY,19-05-2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,30.75,1,30.75,Ticket,Return,ECONOMY,19-05-2011,0,BRISTOL,GENEVA,EASYJET
Met Office,182.25,1,182.25,Ticket,Return,ECONOMY,20-05-2011,715,GLASGOW,EXETER,AIR ASIA
Met Office,160.9,1,160.9,Ticket,Single,ECONOMY,20-05-2011,403,BRISTOL,ABERDEEN,EASTERN AIRWAYS
Met Office,127.3,1,127.3,Ticket,Single,ECONOMY,20-05-2011,402,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Met Office,89.03,1,89.03,Ticket,Return,ECONOMY,20-05-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,159.43,1,159.43,Ticket,Return,ECONOMY,21-05-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,131,1,131,Ticket,Return,ECONOMY,21-05-2011,520,BIRMINGHAM,GLASGOW,AIR ASIA
Met Office,304.61,1,304.61,Ticket,Return,ECONOMY,22-05-2011,1115,BRISTOL,FRANKFURT,KLM
Met Office,193.34,1,193.34,Ticket,Return,ECONOMY,22-05-2011,1960,BRISTOL,ROME - CIAMPINO,EASYJET
Met Office,193.34,1,193.34,Ticket,Return,ECONOMY,22-05-2011,1960,BRISTOL,ROME - CIAMPINO,EASYJET
Met Office,176.06,1,176.06,Ticket,Return,ECONOMY,22-05-2011,314,GLASGOW,BENBECULA,AIR ASIA
Met Office,165.19,1,165.19,Ticket,Return,ECONOMY,22-05-2011,453,ABERDEEN,EXETER,AIR ASIA
Met Office,159,1,159,Ticket,Single,ECONOMY,22-05-2011,403,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,42.03,1,42.03,Ticket,Return,ECONOMY,22-05-2011,0,BRISTOL,GENEVA,EASYJET
Met Office,249.97,1,249.97,Ticket,Return,ECONOMY,23-05-2011,456,BELFAST CITY,ABERDEEN,AIR ASIA
Met Office,157.21,1,157.21,Ticket,Return,ECONOMY,23-05-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,109.93,1,109.93,Ticket,Return,ECONOMY,23-05-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,114.03,1,114.03,Ticket,Return,ECONOMY,24-05-2011,858,BRISTOL,INVERNESS,EASYJET
Met Office,91.49,1,91.49,Ticket,Single,ECONOMY,24-05-2011,368,EXETER,AMSTERDAM,AIR ASIA
